[21094, 'chrM', '0', '620', 'Pol2_peaks.bed']
[10853, 'chr7', '765200', '768999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18388, 'chr7', '766283', '766403', 'Pol2_peaks.bed']
[5501, 'chr16', '769000', '771799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7406, 'chr16', '771113', '771395', 'Pol2_peaks.bed']
[14202, 'chr4', '773800', '776599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15101, 'chr4', '775474', '775690', 'Pol2_peaks.bed']
[5502, 'chr16', '776000', '779599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2289, 'chr11', '776200', '779199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3183, 'chr11', '776732', '776837', 'Pol2_peaks.bed']
[3184, 'chr11', '777002', '777147', 'Pol2_peaks.bed']
[3185, 'chr11', '777389', '777525', 'Pol2_peaks.bed']
[7746, 'chr19', '782000', '784799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9696, 'chr19', '782544', '782716', 'Pol2_peaks.bed']
[13153, 'chr5', '784000', '785799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18389, 'chr7', '785081', '785190', 'Pol2_peaks.bed']
[2290, 'chr11', '789000', '791399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5503, 'chr16', '789400', '791599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7407, 'chr16', '791142', '791388', 'Pol2_peaks.bed']
[2291, 'chr11', '796400', '798199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7747, 'chr19', '796600', '802399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9697, 'chr19', '797374', '797533', 'Pol2_peaks.bed']
[3186, 'chr11', '797825', '797920', 'Pol2_peaks.bed']
[2292, 'chr11', '803600', '805799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2293, 'chr11', '807800', '812599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3187, 'chr11', '809903', '810057', 'Pol2_peaks.bed']
[9248, 'chr18', '810000', '813799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9698, 'chr19', '812176', '812309', 'Pol2_peaks.bed']
[9355, 'chr18', '812471', '813099', 'Pol2_peaks.bed']
[3188, 'chr11', '813418', '813807', 'Pol2_peaks.bed']
[10070, 'chr20', '813800', '815599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3189, 'chr11', '813905', '814064', 'Pol2_peaks.bed']
[2294, 'chr11', '818400', '821199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3190, 'chr11', '819535', '819679', 'Pol2_peaks.bed']
[7748, 'chr19', '819600', '823599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14203, 'chr4', '820400', '821199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10071, 'chr20', '820600', '824399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10072, 'chr20', '825000', '827399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2295, 'chr11', '826400', '835399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4331, 'chr12', '831628', '831927', 'Pol2_peaks.bed']
[3382, 'chr10', '835000', '835799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5504, 'chr16', '837200', '840999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7408, 'chr16', '838223', '838346', 'Pol2_peaks.bed']
[7409, 'chr16', '838647', '838787', 'Pol2_peaks.bed']
[2296, 'chr11', '840000', '845599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2, 'chr1', '840146', '840311', 'Pol2_peaks.bed']
[17619, 'chr1', '840200', '841799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20590, 'chr8', '841400', '842399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3191, 'chr11', '842399', '842562', 'Pol2_peaks.bed']
[2297, 'chr11', '848600', '851399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5505, 'chr16', '850000', '850999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4288, 'chr17', '853000', '854799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8213, 'chr17', '853364', '853514', 'Pol2_peaks.bed']
[12660, 'chr20', '854086', '854179', 'Pol2_peaks.bed']
[10854, 'chr7', '854800', '858399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8214, 'chr17', '855050', '855213', 'Pol2_peaks.bed']
[18390, 'chr7', '855714', '855818', 'Pol2_peaks.bed']
[18391, 'chr7', '856235', '856343', 'Pol2_peaks.bed']
[5506, 'chr16', '857000', '859599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17620, 'chr1', '858200', '859199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[1201, 'chr12', '859800', '866799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17621, 'chr1', '859800', '861799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4332, 'chr12', '860416', '860792', 'Pol2_peaks.bed']
[7749, 'chr19', '861600', '864199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4333, 'chr12', '861731', '861829', 'Pol2_peaks.bed']
[17622, 'chr1', '875000', '879799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4289, 'chr17', '879200', '884999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8215, 'chr17', '881721', '881847', 'Pol2_peaks.bed']
[13154, 'chr5', '890600', '894599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7750, 'chr19', '892200', '893999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17623, 'chr1', '893000', '897399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9699, 'chr19', '893057', '893244', 'Pol2_peaks.bed']
[3, 'chr1', '894571', '894664', 'Pol2_peaks.bed']
[4290, 'chr17', '899200', '902399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8216, 'chr17', '900095', '900521', 'Pol2_peaks.bed']
[17624, 'chr1', '901600', '902999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9249, 'chr18', '903800', '911399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19750, 'chr9', '908200', '909399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20250, 'chr9', '908962', '909104', 'Pol2_peaks.bed']
[2298, 'chr11', '909200', '911999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3192, 'chr11', '910715', '910808', 'Pol2_peaks.bed']
[3193, 'chr11', '911024', '911117', 'Pol2_peaks.bed']
[3194, 'chr11', '911240', '911421', 'Pol2_peaks.bed']
[7751, 'chr19', '911600', '913999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18392, 'chr7', '916183', '916402', 'Pol2_peaks.bed']
[10855, 'chr7', '916200', '920199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7752, 'chr19', '916600', '920999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7753, 'chr19', '923800', '928799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14204, 'chr4', '924000', '927599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2299, 'chr11', '925600', '928999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15102, 'chr4', '925911', '926143', 'Pol2_peaks.bed']
[13155, 'chr5', '926200', '927599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4291, 'chr17', '933800', '935999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17625, 'chr1', '933800', '937599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5507, 'chr16', '935800', '937799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4, 'chr1', '936226', '936319', 'Pol2_peaks.bed']
[18393, 'chr7', '941486', '941579', 'Pol2_peaks.bed']
[16181, 'chr2', '943400', '952199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3195, 'chr11', '945007', '945258', 'Pol2_peaks.bed']
[17626, 'chr1', '948200', '950799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5, 'chr1', '948663', '948777', 'Pol2_peaks.bed']
[6, 'chr1', '948829', '948987', 'Pol2_peaks.bed']
[7, 'chr1', '955040', '955143', 'Pol2_peaks.bed']
[17627, 'chr1', '955600', '958199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9250, 'chr18', '961800', '962199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14205, 'chr4', '965600', '967799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19751, 'chr9', '967400', '968399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17628, 'chr1', '968200', '970199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8, 'chr1', '968587', '968686', 'Pol2_peaks.bed']
[19752, 'chr9', '969200', '978599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2284, 'chr10', '970604', '970701', 'Pol2_peaks.bed']
[20251, 'chr9', '972108', '972209', 'Pol2_peaks.bed']
[3383, 'chr10', '974200', '978999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9251, 'chr18', '976800', '977799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2285, 'chr10', '977589', '977699', 'Pol2_peaks.bed']
[14206, 'chr4', '978800', '981599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10073, 'chr20', '980800', '984199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7754, 'chr19', '983800', '985199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9700, 'chr19', '984287', '984435', 'Pol2_peaks.bed']
[18394, 'chr7', '985289', '985578', 'Pol2_peaks.bed']
[14207, 'chr4', '990400', '991999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10856, 'chr7', '992600', '993799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17629, 'chr1', '993800', '995999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14208, 'chr4', '995200', '997799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7755, 'chr19', '1000200', '1001799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14209, 'chr4', '1002400', '1006799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17630, 'chr1', '1003400', '1004999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13156, 'chr5', '1003800', '1005399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9, 'chr1', '1004576', '1004669', 'Pol2_peaks.bed']
[15958, 'chr5', '1008883', '1008998', 'Pol2_peaks.bed']
[4292, 'chr17', '1011400', '1013599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10857, 'chr7', '1014000', '1015799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17631, 'chr1', '1014800', '1016599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10, 'chr1', '1015030', '1015129', 'Pol2_peaks.bed']
[18395, 'chr7', '1015048', '1015206', 'Pol2_peaks.bed']
[7756, 'chr19', '1018400', '1022999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5508, 'chr16', '1019600', '1021799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7410, 'chr16', '1020878', '1020991', 'Pol2_peaks.bed']
[9701, 'chr19', '1021037', '1021171', 'Pol2_peaks.bed']
[9702, 'chr19', '1021441', '1021776', 'Pol2_peaks.bed']
[7757, 'chr19', '1026000', '1028999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9703, 'chr19', '1026086', '1026394', 'Pol2_peaks.bed']
[9704, 'chr19', '1028276', '1028409', 'Pol2_peaks.bed']
[9705, 'chr19', '1028548', '1028670', 'Pol2_peaks.bed']
[5509, 'chr16', '1030000', '1033199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3384, 'chr10', '1031800', '1037399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9706, 'chr19', '1032417', '1032510', 'Pol2_peaks.bed']
[2286, 'chr10', '1034131', '1034483', 'Pol2_peaks.bed']
[7758, 'chr19', '1038800', '1041599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9707, 'chr19', '1039291', '1039431', 'Pol2_peaks.bed']
[9708, 'chr19', '1039703', '1040120', 'Pol2_peaks.bed']
[19753, 'chr9', '1042000', '1043199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17632, 'chr1', '1049600', '1052399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19754, 'chr9', '1049800', '1053399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11, 'chr1', '1051212', '1051453', 'Pol2_peaks.bed']
[1202, 'chr12', '1057000', '1059999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4334, 'chr12', '1058378', '1058509', 'Pol2_peaks.bed']
[4335, 'chr12', '1058632', '1058907', 'Pol2_peaks.bed']
[4336, 'chr12', '1059193', '1059341', 'Pol2_peaks.bed']
[7759, 'chr19', '1064400', '1065799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10858, 'chr7', '1066200', '1068799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7760, 'chr19', '1066800', '1067799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18396, 'chr7', '1067997', '1068130', 'Pol2_peaks.bed']
[18397, 'chr7', '1068570', '1068663', 'Pol2_peaks.bed']
[7761, 'chr19', '1070600', '1072599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9709, 'chr19', '1070800', '1070893', 'Pol2_peaks.bed']
[9710, 'chr19', '1071166', '1071295', 'Pol2_peaks.bed']
[4293, 'chr17', '1081800', '1083999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7762, 'chr19', '1081800', '1082999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10859, 'chr7', '1083400', '1085799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3385, 'chr10', '1090200', '1092399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17633, 'chr1', '1092800', '1093599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[12, 'chr1', '1092877', '1093011', 'Pol2_peaks.bed']
[13, 'chr1', '1093051', '1093169', 'Pol2_peaks.bed']
[3386, 'chr10', '1093400', '1097799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14, 'chr1', '1093569', '1093690', 'Pol2_peaks.bed']
[7763, 'chr19', '1094000', '1096399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2287, 'chr10', '1094722', '1094883', 'Pol2_peaks.bed']
[2288, 'chr10', '1094934', '1095120', 'Pol2_peaks.bed']
[2289, 'chr10', '1095181', '1095341', 'Pol2_peaks.bed']
[9711, 'chr19', '1095245', '1095366', 'Pol2_peaks.bed']
[2290, 'chr10', '1095439', '1095575', 'Pol2_peaks.bed']
[10074, 'chr20', '1098400', '1102399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[1203, 'chr12', '1098800', '1102799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10860, 'chr7', '1098800', '1099999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[12661, 'chr20', '1098960', '1099111', 'Pol2_peaks.bed']
[12662, 'chr20', '1099247', '1099373', 'Pol2_peaks.bed']
[3387, 'chr10', '1100000', '1104599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2291, 'chr10', '1102465', '1102718', 'Pol2_peaks.bed']
[7764, 'chr19', '1102800', '1105799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9712, 'chr19', '1104000', '1104177', 'Pol2_peaks.bed']
[4294, 'chr17', '1105800', '1108199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8217, 'chr17', '1106882', '1106987', 'Pol2_peaks.bed']
[14210, 'chr4', '1107000', '1108999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15103, 'chr4', '1107431', '1107605', 'Pol2_peaks.bed']
[13157, 'chr5', '1110200', '1112399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15959, 'chr5', '1112063', '1112180', 'Pol2_peaks.bed']
[20591, 'chr8', '1113200', '1114199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5510, 'chr16', '1122200', '1123399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10861, 'chr7', '1126600', '1127199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17634, 'chr1', '1140800', '1142399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5511, 'chr16', '1153000', '1153799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14211, 'chr4', '1160800', '1161999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15104, 'chr4', '1161359', '1161575', 'Pol2_peaks.bed']
[4295, 'chr17', '1162600', '1163999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10075, 'chr20', '1164000', '1168399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14212, 'chr4', '1165000', '1167399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17635, 'chr1', '1165200', '1167399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15, 'chr1', '1167237', '1167403', 'Pol2_peaks.bed']
[4296, 'chr17', '1169400', '1172399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7765, 'chr19', '1171000', '1174799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9713, 'chr19', '1174132', '1174230', 'Pol2_peaks.bed']
[10862, 'chr7', '1176400', '1178999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10863, 'chr7', '1197400', '1200799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18398, 'chr7', '1199719', '1199833', 'Pol2_peaks.bed']
[18399, 'chr7', '1200055', '1200238', 'Pol2_peaks.bed']
[5512, 'chr16', '1200800', '1202599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5513, 'chr16', '1203400', '1204799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7766, 'chr19', '1204400', '1208199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9714, 'chr19', '1205687', '1205864', 'Pol2_peaks.bed']
[10076, 'chr20', '1205800', '1207999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[12663, 'chr20', '1206682', '1206917', 'Pol2_peaks.bed']
[17636, 'chr1', '1206800', '1210399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10864, 'chr7', '1209000', '1209999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16, 'chr1', '1209166', '1209259', 'Pol2_peaks.bed']
[18400, 'chr7', '1209516', '1209753', 'Pol2_peaks.bed']
[17, 'chr1', '1227255', '1227417', 'Pol2_peaks.bed']
[17637, 'chr1', '1229200', '1229999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7767, 'chr19', '1236200', '1242599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14213, 'chr4', '1240800', '1244199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17638, 'chr1', '1241400', '1245399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15105, 'chr4', '1242415', '1242508', 'Pol2_peaks.bed']
[10077, 'chr20', '1245000', '1249199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7768, 'chr19', '1247800', '1252799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9715, 'chr19', '1248535', '1248722', 'Pol2_peaks.bed']
[9716, 'chr19', '1249449', '1249549', 'Pol2_peaks.bed']
[18, 'chr1', '1250896', '1251015', 'Pol2_peaks.bed']
[7769, 'chr19', '1259000', '1263199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17639, 'chr1', '1259000', '1261599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9717, 'chr19', '1259342', '1259633', 'Pol2_peaks.bed']
[19, 'chr1', '1259955', '1260060', 'Pol2_peaks.bed']
[10865, 'chr7', '1263400', '1266399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7770, 'chr19', '1264000', '1271199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10866, 'chr7', '1267200', '1270999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9718, 'chr19', '1269269', '1269462', 'Pol2_peaks.bed']
[9719, 'chr19', '1269771', '1270145', 'Pol2_peaks.bed']
[7771, 'chr19', '1272200', '1277799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7411, 'chr16', '1275428', '1275547', 'Pol2_peaks.bed']
[9720, 'chr19', '1275696', '1275821', 'Pol2_peaks.bed']
[3388, 'chr10', '1281200', '1281799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14214, 'chr4', '1281800', '1285599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17640, 'chr1', '1282600', '1285399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15106, 'chr4', '1283208', '1283550', 'Pol2_peaks.bed']
[2300, 'chr11', '1283400', '1284399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15107, 'chr4', '1283640', '1283803', 'Pol2_peaks.bed']
[3196, 'chr11', '1283771', '1283979', 'Pol2_peaks.bed']
[7772, 'chr19', '1284800', '1285599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7773, 'chr19', '1286200', '1286999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17641, 'chr1', '1286800', '1290999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[10078, 'chr20', '1293400', '1294799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13158, 'chr5', '1294600', '1296799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4297, 'chr17', '1296600', '1297999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[4298, 'chr17', '1298800', '1304199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14215, 'chr4', '1302600', '1304199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15108, 'chr4', '1303043', '1303159', 'Pol2_peaks.bed']
[8218, 'chr17', '1303337', '1303595', 'Pol2_peaks.bed']
[10079, 'chr20', '1305200', '1309199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[12664, 'chr20', '1305979', '1306239', 'Pol2_peaks.bed']
[17642, 'chr1', '1307200', '1311999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11889, 'chr6', '1309800', '1313599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20, 'chr1', '1310471', '1310624', 'Pol2_peaks.bed']
[21, 'chr1', '1310902', '1311050', 'Pol2_peaks.bed']
[11890, 'chr6', '1315600', '1317799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15960, 'chr5', '1316578', '1316716', 'Pol2_peaks.bed']
[20592, 'chr8', '1321000', '1323199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8219, 'chr17', '1321769', '1321862', 'Pol2_peaks.bed']
[10867, 'chr7', '1329000', '1330399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2301, 'chr11', '1329600', '1333199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3197, 'chr11', '1330988', '1331166', 'Pol2_peaks.bed']
[17643, 'chr1', '1332400', '1337599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14216, 'chr4', '1338600', '1342999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5514, 'chr16', '1339000', '1340599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17644, 'chr1', '1340600', '1345399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[22, 'chr1', '1342515', '1342824', 'Pol2_peaks.bed']
[13159, 'chr5', '1344000', '1346199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[23, 'chr1', '1346177', '1346332', 'Pol2_peaks.bed']
[2292, 'chr10', '1351888', '1352163', 'Pol2_peaks.bed']
[2293, 'chr10', '1352317', '1352593', 'Pol2_peaks.bed']
[7774, 'chr19', '1353800', '1358999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9721, 'chr19', '1354625', '1354825', 'Pol2_peaks.bed']
[4299, 'chr17', '1356400', '1360999', 'accepted_hits_noDupl-W200-G400.scoreisland']
